create_date,forecast_date,data_source_marker,network_id,master_network_id,timeslot,impression_type,forecast_impressions
2018-02-28,2018-01-06,R,33,,45,H,264777
2018-02-28,2018-01-06,R,33,,46,H,269441
2018-02-28,2018-01-06,R,33,,47,H,276839
2018-02-28,2018-01-06,R,33,,48,H,275235
2018-02-28,2018-01-06,R,33,,49,H,277415
2018-02-28,2018-01-06,R,33,,50,H,285433
2018-02-28,2018-01-06,R,33,,51,H,303204
2018-02-28,2018-01-06,R,33,,52,H,311113
2018-02-28,2018-01-06,R,33,,53,H,323897
2018-02-28,2018-01-06,R,33,,54,H,339608
2018-02-28,2018-01-06,R,33,,55,H,351115
2018-02-28,2018-01-06,R,33,,56,H,377443
2018-02-28,2018-01-06,R,33,,57,H,379512
2018-02-28,2018-01-06,R,33,,58,H,397406
2018-02-28,2018-01-06,R,33,,59,H,418648
2018-02-28,2018-01-06,R,33,,60,H,424750
2018-02-28,2018-01-06,R,33,,61,H,444109
2018-02-28,2018-01-06,R,33,,62,H,462727
2018-02-28,2018-01-06,R,33,,63,H,475102
2018-02-28,2018-01-06,R,33,,64,H,490643
2018-02-28,2018-01-06,R,33,,65,H,504417
2018-02-28,2018-01-06,R,33,,66,H,513068
2018-02-28,2018-01-06,R,33,,67,H,539099
2018-02-28,2018-01-06,R,33,,68,H,565141
2018-02-28,2018-01-06,R,33,,69,H,583044
2018-02-28,2018-01-06,R,33,,70,H,608430
2018-02-28,2018-01-06,R,33,,71,H,629697
2018-02-28,2018-01-06,R,33,,72,H,668553
2018-02-28,2018-01-06,R,33,,73,H,676949
2018-02-28,2018-01-06,R,33,,74,H,696297
2018-02-28,2018-01-06,R,33,,75,H,721944
2018-02-28,2018-01-06,R,33,,76,H,744254
2018-02-28,2018-01-06,R,33,,77,H,768502
2018-02-28,2018-01-06,R,33,,78,H,794538
2018-02-28,2018-01-06,R,33,,79,H,798879
2018-02-28,2018-01-06,R,33,,80,H,812705
2018-02-28,2018-01-06,R,33,,81,H,814488
2018-02-28,2018-01-06,R,33,,82,H,825224
2018-02-28,2018-01-06,R,33,,83,H,846356
2018-02-28,2018-01-06,R,33,,84,H,849358
2018-02-28,2018-01-06,R,33,,85,H,857148
2018-02-28,2018-01-06,R,33,,86,H,862247
2018-02-28,2018-01-06,R,33,,87,H,880165
2018-02-28,2018-01-06,R,33,,88,H,872189
2018-02-28,2018-01-06,R,33,,89,H,878586
2018-02-28,2018-01-06,R,33,,90,H,889130
2018-02-28,2018-01-06,R,33,,91,H,893829
2018-02-28,2018-01-06,R,33,,92,H,895092
2018-02-28,2018-01-06,R,33,,93,H,897516
2018-02-28,2018-01-06,R,33,,94,H,895570
2018-02-28,2018-01-06,R,33,,95,H,896586
2018-02-28,2018-01-06,R,33,,96,H,885581
2018-02-28,2018-01-07,R,33,,1,H,861294
2018-02-28,2018-01-07,R,33,,2,H,824362
2018-02-28,2018-01-07,R,33,,3,H,789182
2018-02-28,2018-01-07,R,33,,4,H,758461
2018-02-28,2018-01-07,R,33,,5,H,719903
2018-02-28,2018-01-07,R,33,,6,H,667289
2018-02-28,2018-01-07,R,33,,7,H,624748
2018-02-28,2018-01-07,R,33,,8,H,569066
2018-02-28,2018-01-07,R,33,,9,H,511684
2018-02-28,2018-01-07,R,33,,10,H,463651
2018-02-28,2018-01-07,R,33,,11,H,417333
2018-02-28,2018-01-07,R,33,,12,H,364718
2018-02-28,2018-01-07,R,33,,13,H,314743
2018-02-28,2018-01-07,R,33,,14,H,261871
2018-02-28,2018-01-07,R,33,,15,H,217426
2018-02-28,2018-01-07,R,33,,16,H,189650
2018-02-28,2018-01-07,R,33,,17,H,146357
2018-02-28,2018-01-07,R,33,,18,H,118528
2018-02-28,2018-01-07,R,33,,19,H,90613
2018-02-28,2018-01-07,R,33,,20,H,78900
2018-02-28,2018-01-07,R,33,,21,H,52898
2018-02-28,2018-01-07,R,33,,22,H,47129
2018-02-28,2018-01-07,R,33,,23,H,29453
2018-02-28,2018-01-07,R,33,,24,H,33934
2018-02-28,2018-01-07,R,33,,25,H,29596
2018-02-28,2018-01-07,R,33,,26,H,24931
2018-02-28,2018-01-07,R,33,,27,H,26599
2018-02-28,2018-01-07,R,33,,28,H,35483
2018-02-28,2018-01-07,R,33,,29,H,46045
2018-02-28,2018-01-07,R,33,,30,H,56004
2018-02-28,2018-01-07,R,33,,31,H,71532
2018-02-28,2018-01-07,R,33,,32,H,86569
2018-02-28,2018-01-07,R,33,,33,H,106603
2018-02-28,2018-01-07,R,33,,34,H,108251
2018-02-28,2018-01-07,R,33,,35,H,126839
2018-02-28,2018-01-07,R,33,,36,H,149068
2018-02-28,2018-01-07,R,33,,37,H,158681
2018-02-28,2018-01-07,R,33,,38,H,186750
2018-02-28,2018-01-07,R,33,,39,H,198969
2018-02-28,2018-01-07,R,33,,40,H,220421
2018-02-28,2018-01-07,R,33,,41,H,222291
2018-02-28,2018-01-07,R,33,,42,H,236298
2018-02-28,2018-01-07,R,33,,43,H,257638
2018-02-28,2018-01-07,R,33,,44,H,267249
2018-02-28,2018-01-07,R,33,,45,H,273015
2018-02-28,2018-01-07,R,33,,46,H,282269
2018-02-28,2018-01-07,R,33,,47,H,283287
2018-02-28,2018-01-07,R,33,,48,H,305196
2018-02-28,2018-01-07,R,33,,49,H,297133
2018-02-28,2018-01-07,R,33,,50,H,311177
2018-02-28,2018-01-07,R,33,,51,H,305329
2018-02-28,2018-01-07,R,33,,52,H,305553
2018-02-28,2018-01-07,R,33,,53,H,310403
2018-02-28,2018-01-07,R,33,,54,H,310693
2018-02-28,2018-01-07,R,33,,55,H,294248
2018-02-28,2018-01-07,R,33,,56,H,288853
2018-02-28,2018-01-07,R,33,,57,H,282020
2018-02-28,2018-01-07,R,33,,58,H,282148
2018-02-28,2018-01-07,R,33,,59,H,272478
2018-02-28,2018-01-07,R,33,,60,H,259080
2018-02-28,2018-01-07,R,33,,61,H,236425
2018-02-28,2018-01-07,R,33,,62,H,235192
2018-02-28,2018-01-07,R,33,,63,H,215525
2018-02-28,2018-01-07,R,33,,64,H,205855
2018-02-28,2018-01-07,R,33,,65,H,193361
2018-02-28,2018-01-07,R,33,,66,H,184647
2018-02-28,2018-01-07,R,33,,67,H,174361
2018-02-28,2018-01-07,R,33,,68,H,157677
2018-02-28,2018-01-07,R,33,,69,H,156561
2018-02-28,2018-01-07,R,33,,70,H,156606
2018-02-28,2018-01-07,R,33,,71,H,149863
2018-02-28,2018-01-07,R,33,,72,H,132175
2018-02-28,2018-01-07,R,33,,73,H,131439
2018-02-28,2018-01-07,R,33,,74,H,128279
2018-02-28,2018-01-07,R,33,,75,H,135548
2018-02-28,2018-01-07,R,33,,76,H,132228
2018-02-28,2018-01-07,R,33,,77,H,136845
2018-02-28,2018-01-07,R,33,,78,H,134843
2018-02-28,2018-01-07,R,33,,79,H,144969
2018-02-28,2018-01-07,R,33,,80,H,153122
2018-02-28,2018-01-07,R,33,,81,H,151527
2018-02-28,2018-01-07,R,33,,82,H,161551
2018-02-28,2018-01-07,R,33,,83,H,177682
2018-02-28,2018-01-07,R,33,,84,H,186967
2018-02-28,2018-01-07,R,33,,85,H,196862
2018-02-28,2018-01-07,R,33,,86,H,204866
2018-02-28,2018-01-07,R,33,,87,H,226398
2018-02-28,2018-01-07,R,33,,88,H,226844
2018-02-28,2018-01-07,R,33,,89,H,227674
2018-02-28,2018-01-07,R,33,,90,H,238620
2018-02-28,2018-01-07,R,33,,91,H,237289
2018-02-28,2018-01-07,R,33,,92,H,253099
2018-02-28,2018-01-07,R,33,,93,H,243932
2018-02-28,2018-01-07,R,33,,94,H,238569
2018-02-28,2018-01-07,R,33,,95,H,233875
2018-02-28,2018-01-07,R,33,,96,H,236116
